image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;356,332;391,160;395,213;391,261;351,264;318,268;298,239;280,293;351,88;381,101;365,132;317,136;292,115;302,78
1006_8bit.png;348,329;393,159;396,208;391,258;352,260;315,268;298,244;279,290;352,83;380,101;362,136;317,138;294,117;299,78
1011_8bit.png;348,324;388,155;399,206;392,259;352,263;317,266;299,243;281,288;351,87;377,101;363,135;322,138;292,116;298,81
1016_8bit.png;350,328;388,152;394,202;389,259;353,260;316,265;298,239;282,288;353,89;379,100;365,134;323,136;297,119;303,81
101_8bit.png;354,333;380,154;397,207;393,259;351,261;315,267;298,253;312,304;351,89;381,97;357,145;314,146;292,112;307,85
1021_8bit.png;351,327;391,155;394,211;385,259;348,264;317,267;297,243;281,295;353,84;382,99;365,143;320,148;292,111;302,77
1026_8bit.png;351,335;389,151;394,214;389,262;352,262;315,267;295,239;282,292;351,87;380,98;363,137;319,142;292,117;299,83
1031_8bit.png;346,332;391,154;396,211;390,257;351,262;314,268;299,241;283,294;354,85;382,101;360,139;320,142;291,115;300,76
1036_8bit.png;351,334;392,153;399,207;392,262;346,262;314,267;295,236;282,292;354,82;381,98;359,142;318,142;287,120;292,74
1041_8bit.png;349,335;388,153;394,202;388,263;352,264;317,268;295,240;284,293;353,87;382,100;363,141;317,145;284,123;270,58
1046_8bit.png;346,335;391,154;395,202;391,257;356,259;312,266;295,240;281,288;354,79;381,98;360,138;318,143;287,121;262,62
1051_8bit.png;352,330;391,154;394,208;388,253;348,261;311,267;297,240;281,296;354,83;383,102;360,140;320,144;281,119;255,61
1056_8bit.png;354,335;392,151;396,205;391,257;348,262;315,266;295,236;281,290;354,80;380,100;361,140;317,143;283,121;259,64
1061_8bit.png;351,337;394,155;398,207;390,261;351,264;314,268;295,237;281,292;352,79;380,101;358,137;320,141;284,118;264,67
1066_8bit.png;347,339;392,151;399,204;389,259;347,262;315,270;296,237;282,290;353,81;374,99;360,142;320,144;285,123;269,62
106_8bit.png;355,327;384,149;400,194;393,256;356,256;324,259;295,250;310,305;354,81;379,98;360,138;321,140;291,119;308,84
1071_8bit.png;352,335;388,153;396,208;391,257;352,264;312,269;296,234;281,286;352,84;374,98;359,140;320,143;285,120;269,64
1076_8bit.png;352,332;391,149;398,204;392,262;351,266;312,267;298,233;281,288;352,85;374,95;357,139;315,145;285,120;270,64
1081_8bit.png;352,329;389,154;397,211;391,259;357,266;315,271;298,240;283,287;353,83;376,101;357,143;323,140;285,118;269,65
1086_8bit.png;353,334;391,154;394,211;388,263;351,267;315,270;298,242;283,287;354,84;374,101;357,142;320,140;287,118;267,62
1091_8bit.png;357,341;390,157;394,211;388,264;348,266;315,273;300,240;280,293;349,84;377,100;362,138;313,144;284,112;264,56
1096_8bit.png;357,338;391,155;399,213;391,262;351,270;314,273;295,241;282,293;352,82;375,96;357,137;320,145;284,122;264,54
1101_8bit.png;360,332;393,154;396,211;388,264;357,268;315,270;298,240;283,288;350,83;375,98;357,146;319,146;284,115;265,55
1106_8bit.png;354,329;387,157;397,210;390,262;354,267;315,270;296,236;282,293;351,85;372,106;357,137;320,145;286,119;273,63
1111_8bit.png;353,335;392,155;399,209;390,263;350,266;312,267;298,239;283,292;354,88;377,101;360,143;317,146;287,123;295,75
