image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;256,376;335,374;380,320;320,329;293,335;242,312;226,267;274,245;282,52;312,96;309,141;262,145;273,106;307,49
1006_8bit.png;260,381;339,370;382,319;323,329;288,332;245,307;234,256;292,245;280,46;310,95;316,139;263,147;274,103;308,52
1011_8bit.png;255,379;336,375;379,322;320,326;285,329;245,309;231,258;287,245;279,42;314,93;312,137;261,151;269,105;305,55
1016_8bit.png;260,367;333,377;380,321;328,331;288,335;241,303;232,258;292,242;278,46;315,101;312,141;265,150;271,104;306,59
101_8bit.png;283,392;357,365;377,292;341,329;294,331;260,321;242,265;311,282;292,65;326,110;313,149;253,162;253,108;271,50
1021_8bit.png;261,362;338,373;380,319;326,328;290,331;241,309;232,265;286,236;277,45;314,93;312,145;262,151;266,105;309,51
1026_8bit.png;269,368;335,374;381,319;318,325;289,328;240,311;-1,-1;-1,-1;276,47;307,93;316,142;261,147;274,97;306,56
1031_8bit.png;263,379;337,361;371,307;315,320;294,329;234,319;198,290;175,333;273,52;299,93;310,143;260,145;265,104;306,48
1036_8bit.png;262,369;328,361;333,295;-1,-1;283,315;231,314;204,283;167,305;273,47;302,90;305,138;259,146;270,102;309,49
1041_8bit.png;263,373;337,353;329,281;-1,-1;290,310;239,309;-1,-1;232,268;267,55;310,98;311,153;-1,-1;244,147;-1,-1
1046_8bit.png;267,365;344,348;330,271;-1,-1;295,309;239,304;-1,-1;250,260;298,85;327,158;-1,-1;-1,-1;235,186;269,136
1051_8bit.png;281,361;354,335;329,266;315,313;281,304;245,307;-1,-1;-1,-1;312,135;331,195;-1,-1;-1,-1;229,198;256,143
1056_8bit.png;270,358;369,327;337,256;318,311;289,307;243,304;-1,-1;248,251;312,132;336,197;-1,-1;-1,-1;232,197;253,142
1061_8bit.png;274,360;378,315;341,251;331,309;287,310;240,303;-1,-1;248,250;311,108;335,170;-1,-1;-1,-1;226,182;258,123
1066_8bit.png;269,362;376,310;346,243;326,306;281,305;241,302;-1,-1;246,249;281,45;313,97;308,151;255,157;242,113;263,59
106_8bit.png;283,378;360,361;374,289;336,326;295,327;250,319;238,263;312,287;291,65;326,107;317,157;255,164;256,105;273,48
1071_8bit.png;270,363;380,319;339,249;333,305;302,313;240,303;-1,-1;244,253;284,50;313,94;307,147;253,158;247,97;266,44
1076_8bit.png;266,367;374,313;340,249;330,308;286,309;240,303;-1,-1;236,245;289,44;315,86;309,143;255,156;247,103;268,41
1081_8bit.png;267,363;374,314;344,251;328,308;290,310;236,303;-1,-1;238,241;290,47;314,90;306,136;250,165;250,95;270,44
1086_8bit.png;272,362;376,318;340,251;328,310;293,309;242,304;-1,-1;248,241;283,40;314,84;310,144;257,153;248,102;268,43
1091_8bit.png;265,365;379,314;340,251;328,308;287,309;240,309;226,264;250,230;290,47;314,92;312,143;253,155;250,95;271,42
1096_8bit.png;273,364;378,322;343,251;331,309;291,311;245,305;240,255;208,285;294,48;315,94;310,153;253,157;252,101;273,42
1101_8bit.png;281,374;376,312;337,250;333,306;284,309;251,310;233,259;209,307;296,49;321,93;315,149;251,159;257,95;277,41
1106_8bit.png;281,368;376,319;340,254;331,315;293,308;249,310;233,262;205,314;300,49;323,98;312,154;251,155;258,91;280,40
1111_8bit.png;285,372;383,328;356,259;335,314;288,312;254,313;231,268;210,327;301,54;322,97;312,156;257,158;253,97;279,46
1116_8bit.png;282,374;385,329;365,269;335,315;295,316;254,318;221,273;211,343;305,54;322,100;315,152;256,156;256,105;275,48
111_8bit.png;275,383;358,359;373,284;334,325;290,325;249,318;239,265;311,290;291,62;326,106;318,154;254,161;255,101;270,49
1121_8bit.png;295,373;387,333;364,266;333,319;299,318;244,316;213,279;218,353;300,54;325,91;316,146;254,156;253,103;275,49
1126_8bit.png;301,371;371,329;357,260;329,321;297,319;257,322;212,287;227,336;305,54;330,100;311,149;249,161;254,102;277,47
1131_8bit.png;299,369;324,331;343,264;-1,-1;300,314;-1,-1;219,281;244,320;305,58;328,96;314,151;242,156;254,102;277,51
1136_8bit.png;296,371;319,328;344,261;-1,-1;-1,-1;-1,-1;226,268;260,322;304,51;326,96;310,151;256,153;247,108;277,48
1141_8bit.png;298,380;384,328;348,258;338,322;301,319;-1,-1;225,266;268,319;299,53;329,98;309,146;253,160;247,113;274,50
1146_8bit.png;288,376;392,332;354,258;340,316;304,319;-1,-1;235,266;274,318;302,58;329,99;321,151;259,159;244,115;278,50
1151_8bit.png;288,380;390,337;363,258;343,316;300,321;-1,-1;229,269;240,318;301,54;324,92;321,145;262,155;249,113;274,57
1156_8bit.png;293,383;383,342;371,269;339,320;294,321;251,317;221,273;212,340;299,54;331,97;319,147;262,151;240,117;273,58
1161_8bit.png;283,380;387,350;377,276;339,318;296,320;248,321;207,282;207,356;296,47;325,93;321,150;258,159;245,117;277,58
1166_8bit.png;285,376;387,350;377,282;344,319;301,318;254,318;207,289;214,362;294,42;320,89;320,147;260,163;244,114;275,64
