image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;283,431;309,388;320,313;-1,-1;283,386;229,370;-1,-1;193,346;290,206;316,255;-1,-1;232,234;212,187;254,148
1006_8bit.png;273,442;326,389;323,315;-1,-1;284,383;224,369;-1,-1;196,347;289,208;319,265;-1,-1;224,234;222,192;271,126
1011_8bit.png;269,441;340,392;326,319;-1,-1;285,383;228,375;-1,-1;197,343;292,215;322,267;-1,-1;231,235;229,186;271,124
1016_8bit.png;272,432;342,394;327,316;-1,-1;285,382;228,376;-1,-1;193,346;291,215;323,266;-1,-1;229,231;231,178;274,116
101_8bit.png;254,448;331,428;314,337;-1,-1;261,409;-1,-1;-1,-1;-1,-1;224,143;266,179;283,238;-1,-1;230,187;245,143
1021_8bit.png;274,433;345,384;332,313;-1,-1;275,382;230,371;-1,-1;200,338;288,186;322,250;-1,-1;233,234;237,170;277,114
1026_8bit.png;277,427;345,381;333,315;-1,-1;280,387;227,373;199,343;-1,-1;275,149;314,199;291,229;238,229;242,174;278,110
1031_8bit.png;278,429;352,387;331,313;319,373;286,385;226,374;-1,-1;201,342;274,139;306,188;289,227;239,224;240,164;268,109
1036_8bit.png;281,423;353,383;332,314;319,370;284,387;226,376;-1,-1;192,343;-1,-1;-1,-1;290,226;244,228;240,162;-1,-1
1041_8bit.png;-1,-1;348,385;331,315;-1,-1;-1,-1;-1,-1;-1,-1;191,342;276,130;301,180;291,226;-1,-1;-1,-1;264,117
1046_8bit.png;-1,-1;347,391;330,322;-1,-1;-1,-1;-1,-1;-1,-1;200,347;281,126;304,175;294,224;-1,-1;247,163;267,112
1051_8bit.png;281,437;-1,-1;-1,-1;-1,-1;-1,-1;230,376;-1,-1;203,349;280,123;308,185;294,225;-1,-1;-1,-1;-1,-1
1056_8bit.png;292,427;-1,-1;-1,-1;-1,-1;-1,-1;232,379;-1,-1;211,343;270,118;298,169;290,219;-1,-1;-1,-1;-1,-1
1061_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;268,114;295,171;282,215;-1,-1;-1,-1;-1,-1
1066_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;267,116;289,163;286,221;-1,-1;-1,-1;-1,-1
106_8bit.png;254,438;348,427;324,344;-1,-1;257,407;-1,-1;-1,-1;-1,-1;250,136;287,185;288,235;-1,-1;-1,-1;-1,-1
1071_8bit.png;285,441;-1,-1;-1,-1;-1,-1;-1,-1;236,386;-1,-1;207,379;266,117;292,162;288,203;-1,-1;-1,-1;275,176
1076_8bit.png;276,444;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;282,162;283,214;-1,-1;235,178;261,131
1081_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;260,115;285,156;285,215;231,220;240,171;272,128
1086_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;247,118;288,172;284,217;241,231;236,183;269,131
1091_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;282,187;284,221;236,234;228,177;259,124
1096_8bit.png;282,430;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;263,193;310,242;-1,-1;239,220;225,181;247,120
1101_8bit.png;286,436;-1,-1;-1,-1;-1,-1;279,396;234,376;-1,-1;187,369;277,206;319,244;-1,-1;-1,-1;225,168;242,119
1106_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;227,379;-1,-1;-1,-1;272,201;323,252;-1,-1;237,239;217,179;234,121
1111_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;159,409;266,141;307,190;289,227;235,237;215,186;236,124
1116_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;253,127;291,175;285,226;241,233;220,183;231,122
111_8bit.png;257,439;342,426;316,348;-1,-1;260,411;-1,-1;-1,-1;-1,-1;234,146;276,187;-1,-1;-1,-1;-1,-1;-1,-1
1121_8bit.png;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;255,116;289,170;282,225;237,235;219,188;233,122
1126_8bit.png;295,436;355,399;-1,-1;317,388;285,392;234,386;-1,-1;208,396;254,116;285,167;282,223;-1,-1;216,172;226,119
1131_8bit.png;285,431;363,397;326,316;317,380;274,392;240,386;216,326;205,396;248,116;276,166;-1,-1;-1,-1;-1,-1;-1,-1
1136_8bit.png;282,434;357,395;324,320;320,379;277,388;235,384;218,325;210,401;247,118;-1,-1;-1,-1;-1,-1;215,263;-1,-1
1141_8bit.png;281,432;358,392;327,317;317,375;272,390;233,385;219,326;209,394;-1,-1;281,168;280,225;-1,-1;216,269;242,206
1146_8bit.png;282,430;356,390;325,321;315,378;270,389;232,386;216,328;200,385;243,115;280,168;270,221;-1,-1;-1,-1;-1,-1
1151_8bit.png;282,427;-1,-1;-1,-1;-1,-1;275,390;-1,-1;-1,-1;-1,-1;248,101;280,160;279,225;235,236;226,178;257,140
1156_8bit.png;279,422;-1,-1;-1,-1;315,378;274,390;-1,-1;-1,-1;-1,-1;244,116;283,172;277,212;237,230;229,181;260,136
1161_8bit.png;278,432;309,348;-1,-1;-1,-1;271,395;229,385;210,326;184,377;246,122;279,165;281,210;241,223;235,177;263,132
1166_8bit.png;281,429;314,350;-1,-1;-1,-1;280,393;227,383;209,322;191,386;235,136;297,183;275,220;240,231;237,181;265,133
116_8bit.png;260,439;349,419;320,343;303,408;265,409;-1,-1;-1,-1;-1,-1;236,144;276,183;-1,-1;-1,-1;-1,-1;-1,-1
1171_8bit.png;290,429;-1,-1;-1,-1;319,380;276,392;231,386;211,325;200,390;-1,-1;301,226;-1,-1;239,229;231,178;262,129
1176_8bit.png;285,433;-1,-1;-1,-1;-1,-1;276,388;233,384;219,328;207,386;277,200;321,256;-1,-1;240,231;230,172;256,121
1181_8bit.png;283,430;-1,-1;-1,-1;-1,-1;277,385;229,381;216,326;208,394;279,166;322,247;-1,-1;239,235;227,176;249,119
1186_8bit.png;279,430;-1,-1;-1,-1;316,380;272,389;-1,-1;221,322;218,388;263,118;299,170;284,224;244,233;230,172;245,114
1191_8bit.png;270,439;-1,-1;-1,-1;318,380;273,386;237,382;218,324;214,394;249,122;285,170;275,215;235,230;234,174;-1,-1
1196_8bit.png;273,435;-1,-1;-1,-1;313,381;270,389;230,387;-1,-1;-1,-1;238,108;283,172;276,225;-1,-1;233,241;248,187
11_8bit.png;295,413;372,374;352,301;336,360;307,347;262,356;-1,-1;-1,-1;324,91;333,146;315,196;277,196;280,150;310,107
1201_8bit.png;266,429;347,381;323,328;313,385;265,389;222,379;211,327;197,375;243,109;284,176;274,218;-1,-1;214,253;236,183
1206_8bit.png;273,419;349,378;325,333;313,383;261,385;223,382;211,323;178,371;245,112;286,175;274,221;228,230;220,185;236,147
