image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;315,375;381,300;375,252;357,302;327,310;270,293;254,240;279,181;425,84;399,143;365,179;305,167;286,128;318,73
1006_8bit.png;305,373;380,299;375,255;354,303;326,312;273,296;256,245;274,185;428,82;405,138;361,175;300,162;287,125;312,70
1011_8bit.png;308,371;381,301;372,255;356,298;320,307;271,289;259,241;275,182;426,81;400,136;359,176;303,170;288,127;316,72
1016_8bit.png;307,371;387,300;373,253;355,303;322,309;271,288;261,246;273,187;426,77;401,141;368,178;303,161;288,124;314,76
101_8bit.png;307,370;378,299;376,250;354,303;325,311;272,297;260,246;285,281;427,83;402,144;364,174;299,170;283,132;306,70
1021_8bit.png;301,369;383,295;374,254;349,299;324,311;272,290;258,241;278,181;426,80;401,144;362,177;302,166;286,130;316,71
1026_8bit.png;310,368;381,305;373,252;348,302;316,305;271,287;254,240;278,186;426,82;404,143;368,173;304,170;284,134;313,72
1031_8bit.png;299,372;380,301;373,251;352,300;322,309;269,291;256,250;278,183;419,81;404,142;360,178;308,168;289,129;312,72
1036_8bit.png;313,379;381,298;377,252;351,299;319,306;278,292;259,248;275,183;424,84;400,145;360,179;310,168;286,132;313,69
1041_8bit.png;306,372;382,301;375,255;346,303;319,306;270,287;258,244;279,184;417,87;404,139;363,181;310,170;289,130;313,75
1046_8bit.png;303,380;380,301;371,250;353,300;326,309;275,289;254,246;274,191;433,83;405,135;358,178;310,170;286,137;311,71
1051_8bit.png;305,378;384,299;375,256;354,301;325,309;270,283;256,239;276,186;436,81;404,141;362,178;302,166;283,137;309,68
1056_8bit.png;302,366;382,296;378,255;356,299;323,306;276,289;258,244;274,187;440,79;413,132;361,172;308,166;287,139;309,72
1061_8bit.png;304,370;383,301;375,253;348,305;323,308;266,289;261,242;275,187;437,80;408,138;359,176;304,169;285,131;310,66
1066_8bit.png;303,368;384,299;374,251;357,303;328,310;275,288;259,246;276,184;444,80;408,137;363,172;304,167;285,136;306,68
106_8bit.png;303,372;383,302;377,256;354,299;327,313;277,297;258,245;287,281;428,84;408,134;363,171;299,168;285,135;307,67
1071_8bit.png;300,374;382,302;373,256;355,303;327,310;267,288;258,245;279,189;430,85;407,144;364,174;306,166;283,140;309,68
1076_8bit.png;306,376;379,302;371,259;354,301;331,311;274,293;259,245;276,188;430,80;406,141;363,175;308,171;285,140;308,65
1081_8bit.png;311,376;385,298;379,257;351,305;322,309;273,295;263,253;278,185;440,79;411,140;368,179;305,170;288,139;309,70
1086_8bit.png;311,371;384,297;378,257;356,295;321,305;272,293;268,245;284,190;419,88;402,145;361,181;302,169;287,139;307,70
1091_8bit.png;302,372;379,302;376,258;348,302;326,303;270,292;257,245;282,189;425,83;407,148;363,181;309,168;285,142;307,70
1096_8bit.png;312,374;379,300;375,256;356,300;326,307;271,288;261,242;286,185;421,87;403,144;366,181;302,165;289,135;308,68
1101_8bit.png;309,380;384,297;373,256;352,300;317,304;272,290;262,245;285,188;421,86;399,139;363,179;302,167;286,131;300,60
1106_8bit.png;303,372;378,300;373,258;356,301;322,307;272,287;262,246;286,187;422,84;402,142;365,177;311,166;285,138;281,66
1111_8bit.png;305,376;379,300;376,252;354,300;323,312;275,295;265,244;287,186;425,87;404,140;366,178;304,166;284,136;275,65
1116_8bit.png;308,378;382,298;379,259;357,300;325,309;274,292;262,240;289,184;426,88;400,145;366,180;310,169;286,143;274,65
111_8bit.png;304,379;380,304;374,253;355,309;331,310;270,298;258,244;282,283;429,81;397,146;363,178;308,168;287,148;312,79
1121_8bit.png;303,376;379,301;374,257;349,304;326,308;274,290;265,244;289,185;424,92;399,153;362,178;306,168;285,136;276,63
1126_8bit.png;309,369;381,300;371,257;350,301;320,307;272,296;267,250;286,187;422,88;401,150;361,181;308,171;289,136;280,73
1131_8bit.png;303,372;383,301;373,258;354,300;322,305;275,288;267,250;281,185;424,88;398,155;360,178;310,166;285,136;273,62
1136_8bit.png;310,373;385,299;375,254;356,301;330,311;274,294;264,247;283,185;424,91;404,144;362,179;305,164;283,141;277,66
1141_8bit.png;306,375;383,301;372,251;356,305;330,310;272,289;259,244;282,187;424,89;405,149;362,177;304,164;284,143;287,65
1146_8bit.png;305,375;383,302;374,252;355,306;328,309;273,293;258,244;281,191;411,93;394,144;361,176;305,171;283,141;302,70
1151_8bit.png;310,380;380,301;370,257;357,307;322,311;269,298;259,248;285,186;399,89;392,149;360,171;306,165;284,144;310,76
1156_8bit.png;312,374;382,301;374,251;350,308;327,307;278,291;261,246;280,186;394,91;391,149;356,180;305,173;287,137;314,80
1161_8bit.png;313,373;377,302;377,261;347,304;325,309;272,293;258,253;281,186;395,85;385,150;357,175;305,163;285,141;312,78
1166_8bit.png;309,371;384,295;377,250;354,303;326,310;272,286;262,243;284,185;395,82;391,141;374,172;308,167;287,141;311,78
116_8bit.png;306,375;382,301;374,256;357,304;330,309;271,296;259,246;286,284;425,84;401,139;364,175;299,168;284,140;312,83
1171_8bit.png;310,375;384,300;373,257;354,303;323,308;272,288;260,242;284,189;401,81;388,143;368,175;310,170;287,138;304,74
1176_8bit.png;309,383;384,304;374,256;356,302;325,311;273,285;258,248;282,191;400,87;392,152;362,177;307,173;290,129;294,68
1181_8bit.png;307,373;379,299;373,252;356,304;326,307;272,293;258,247;286,186;402,84;395,151;360,179;310,166;288,143;301,65
1186_8bit.png;308,376;381,303;372,258;356,304;326,306;269,288;261,245;285,189;404,82;390,148;361,186;304,165;291,120;299,64
1191_8bit.png;310,376;382,298;375,260;361,298;328,303;274,292;257,246;280,191;406,82;396,157;357,180;308,170;282,131;312,74
1196_8bit.png;303,372;384,301;373,255;355,307;329,306;275,289;262,252;280,187;408,83;393,149;361,177;297,159;290,130;309,69
11_8bit.png;300,369;373,310;374,254;352,307;323,307;270,298;259,247;288,289;421,89;397,148;362,176;300,172;285,144;308,74
1201_8bit.png;298,374;379,301;375,254;353,302;326,307;271,292;256,251;279,188;405,83;398,157;361,179;311,168;288,141;313,71
1206_8bit.png;297,370;380,302;375,254;350,308;325,308;266,296;259,247;285,190;407,79;395,151;364,180;309,168;288,138;314,76
1211_8bit.png;302,369;383,300;371,257;353,303;324,305;273,294;257,250;278,191;403,85;390,156;363,175;307,165;287,135;312,67
1216_8bit.png;305,372;382,302;374,256;354,306;321,306;271,292;258,246;283,188;405,88;391,163;360,181;304,170;283,143;319,72
121_8bit.png;303,370;379,303;374,254;355,309;322,303;271,298;259,251;282,282;424,84;397,145;360,180;302,171;281,143;309,80
1221_8bit.png;302,375;382,298;374,254;360,304;324,309;271,289;258,250;282,188;401,88;392,163;363,179;306,170;286,139;315,81
1226_8bit.png;297,366;381,302;376,256;355,305;323,305;269,294;258,252;278,189;404,88;394,156;360,181;308,171;285,140;321,79
1231_8bit.png;310,371;383,300;371,255;355,303;323,307;271,294;257,255;286,188;406,86;393,153;361,183;311,171;286,143;320,81
1236_8bit.png;303,378;380,304;376,259;357,303;320,302;272,294;261,252;284,186;408,88;394,164;366,179;306,173;280,144;320,79
1241_8bit.png;307,376;379,304;376,255;359,308;323,304;270,296;259,249;285,185;405,87;400,153;362,176;310,167;281,142;320,81
1246_8bit.png;292,373;382,303;376,252;362,300;321,304;273,292;261,253;283,187;408,82;393,163;359,178;309,169;287,139;326,85
1251_8bit.png;296,371;380,301;373,253;349,301;316,299;274,289;260,247;287,186;408,86;391,159;363,180;309,171;285,142;325,80
1256_8bit.png;295,365;382,302;374,257;356,306;320,303;273,289;261,245;284,188;409,80;394,162;367,179;310,169;281,140;324,82
1261_8bit.png;300,370;383,303;374,256;347,305;315,300;274,290;257,249;285,188;402,83;392,161;361,180;307,170;286,144;327,81
1266_8bit.png;291,370;379,302;376,258;357,305;324,306;272,297;259,253;279,187;411,87;396,159;368,178;307,166;285,149;322,85
126_8bit.png;295,372;380,304;374,257;355,304;324,306;273,297;258,248;291,285;426,81;400,146;363,174;305,167;283,143;316,78
1271_8bit.png;307,377;381,302;373,254;353,301;319,301;270,296;258,241;278,185;403,84;395,163;358,182;312,171;285,145;323,86
1276_8bit.png;299,377;383,302;374,257;357,300;313,302;269,289;257,247;281,186;402,86;394,159;369,180;308,166;285,141;320,82
1281_8bit.png;304,372;389,303;376,256;358,303;323,301;272,292;259,244;282,186;406,87;394,164;361,181;311,171;286,141;321,82
1286_8bit.png;299,372;385,311;377,255;354,298;316,299;271,289;253,245;262,184;405,84;395,157;363,181;307,172;285,142;320,82
1291_8bit.png;298,375;380,306;377,259;353,305;320,305;274,289;249,239;259,182;407,83;393,162;362,179;307,169;285,142;320,81
1296_8bit.png;300,369;375,304;374,257;349,306;320,304;279,296;254,247;259,184;405,86;389,159;361,183;307,169;289,141;323,83
1301_8bit.png;296,371;373,299;371,256;343,304;320,303;277,296;254,251;263,185;407,82;392,163;360,180;305,170;288,135;319,78
1306_8bit.png;311,383;369,300;374,256;346,309;320,306;272,298;252,245;259,183;409,82;395,146;362,182;300,173;284,139;317,79
1311_8bit.png;301,372;366,298;371,256;344,308;321,307;275,298;255,247;260,186;402,89;390,160;360,183;302,167;289,137;318,78
1316_8bit.png;297,369;370,294;376,258;341,303;314,300;277,294;253,247;261,188;405,88;393,158;365,182;304,170;286,138;317,74
131_8bit.png;295,367;379,302;377,255;354,300;327,299;273,296;255,251;289,280;421,89;400,142;366,179;306,176;291,145;312,79
1321_8bit.png;292,368;372,294;373,255;339,304;315,301;274,293;257,248;264,186;404,87;393,158;364,178;299,167;288,143;317,83
1326_8bit.png;294,368;369,293;374,258;344,305;320,306;274,295;257,250;263,185;404,87;394,154;360,180;301,171;288,142;320,80
1331_8bit.png;292,366;368,293;369,258;344,304;314,305;276,294;262,255;268,193;399,91;391,159;353,190;304,178;289,140;320,81
1336_8bit.png;293,365;371,297;374,261;347,311;324,313;275,297;260,253;276,190;408,80;393,163;363,179;308,171;290,143;314,67
1341_8bit.png;294,363;369,300;372,254;349,311;321,309;273,296;258,250;277,185;408,83;389,162;362,184;306,172;285,142;311,72
1346_8bit.png;292,366;369,299;373,252;346,309;323,309;275,301;256,252;273,187;404,84;392,159;359,183;302,170;287,136;318,75
1351_8bit.png;287,365;372,296;372,256;345,309;326,307;275,298;260,253;273,189;402,91;389,169;366,183;305,172;287,142;319,78
1356_8bit.png;289,367;376,297;374,253;353,306;327,308;278,296;261,251;274,191;404,86;393,164;358,186;305,172;286,142;318,80
1361_8bit.png;289,361;373,299;375,261;346,316;325,311;277,297;261,250;272,186;402,90;392,169;364,185;308,169;288,143;315,72
1366_8bit.png;292,357;374,299;375,258;353,310;326,308;279,297;261,246;277,182;401,88;394,160;361,189;307,175;287,146;318,74
136_8bit.png;288,364;386,299;376,259;351,314;325,314;272,296;260,250;288,284;421,87;398,152;358,182;302,176;289,141;306,67
1371_8bit.png;291,363;379,300;373,257;352,309;323,304;275,294;262,253;270,191;407,91;396,156;361,184;300,171;291,141;319,86
