image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;360,339;378,182;379,223;383,266;343,277;312,286;289,255;286,287;363,96;370,116;354,150;302,153;281,127;307,100
1006_8bit.png;358,334;374,192;-1,-1;382,263;344,278;310,285;287,259;286,292;366,101;376,120;355,152;294,154;280,128;303,98
1011_8bit.png;359,337;372,196;-1,-1;381,265;340,274;304,281;285,256;281,288;367,100;375,120;355,150;297,155;276,126;301,98
1016_8bit.png;356,322;369,191;-1,-1;380,265;338,275;-1,-1;288,257;282,292;367,99;371,119;354,153;296,153;282,126;306,98
101_8bit.png;362,335;373,179;-1,-1;382,265;340,279;-1,-1;283,257;282,289;369,102;374,122;353,147;293,152;282,124;298,98
1021_8bit.png;357,336;375,199;-1,-1;381,264;336,278;-1,-1;285,255;285,288;-1,-1;374,114;354,144;299,152;285,124;307,97
1026_8bit.png;355,334;373,187;-1,-1;380,267;344,279;308,283;285,255;281,288;371,94;376,116;349,145;301,151;285,126;306,96
1031_8bit.png;360,338;371,191;380,225;380,268;341,276;-1,-1;287,257;284,291;377,88;378,111;350,139;302,144;283,121;304,98
1036_8bit.png;352,335;377,191;-1,-1;378,267;338,276;309,284;289,255;282,290;379,82;380,110;358,136;300,143;283,118;305,97
1041_8bit.png;357,327;373,185;-1,-1;383,266;343,278;302,286;287,255;280,294;387,71;383,108;351,140;299,143;283,122;306,96
1046_8bit.png;354,327;373,188;379,222;381,267;336,280;302,281;285,256;283,284;384,78;379,103;359,128;302,145;287,120;304,96
1051_8bit.png;357,334;373,183;-1,-1;383,266;341,274;-1,-1;286,257;293,285;388,70;382,104;354,133;299,142;286,121;308,97
1056_8bit.png;362,330;372,188;-1,-1;381,266;345,276;-1,-1;286,255;291,280;381,84;376,108;353,134;299,143;286,119;305,95
1061_8bit.png;356,329;374,188;-1,-1;383,264;338,278;-1,-1;288,251;294,274;373,84;378,112;355,140;301,138;284,121;305,95
1066_8bit.png;357,340;374,187;377,218;380,267;344,281;-1,-1;288,247;293,272;368,94;377,117;356,141;297,141;285,120;306,93
106_8bit.png;361,332;372,179;378,211;384,262;342,275;310,281;287,258;280,287;369,92;373,116;358,136;298,140;281,121;302,95
1071_8bit.png;357,335;372,183;372,214;381,266;346,276;-1,-1;288,246;294,272;372,87;372,112;352,133;304,138;286,121;301,97
1076_8bit.png;355,331;371,183;378,216;383,261;345,276;-1,-1;287,249;300,277;373,85;377,112;349,138;297,138;289,115;309,91
1081_8bit.png;362,338;374,181;375,211;385,262;345,273;-1,-1;288,242;297,272;374,83;372,115;351,139;297,146;284,121;307,96
1086_8bit.png;359,331;374,189;377,217;381,264;343,279;-1,-1;285,247;295,274;372,91;373,119;353,138;295,140;290,120;310,92
1091_8bit.png;357,331;373,186;381,216;382,264;339,277;-1,-1;284,248;293,277;371,86;377,116;350,141;296,144;286,120;305,96
1096_8bit.png;361,329;372,191;377,218;381,263;343,277;-1,-1;285,250;294,278;376,86;377,119;352,143;294,154;281,125;309,91
1101_8bit.png;361,332;374,181;375,218;381,266;344,278;-1,-1;282,251;290,280;373,78;373,115;352,142;298,151;286,121;306,93
1106_8bit.png;354,337;375,176;377,216;379,264;339,275;-1,-1;282,248;288,275;371,80;374,116;350,143;292,150;283,122;310,87
1111_8bit.png;351,334;370,171;372,213;379,265;348,279;-1,-1;285,248;286,276;374,84;373,119;352,140;293,154;285,120;306,94
1116_8bit.png;356,332;370,179;379,215;379,267;342,278;-1,-1;282,253;288,275;369,92;375,120;352,142;295,150;282,120;306,94
111_8bit.png;360,338;372,182;376,219;381,262;347,275;309,283;285,257;276,286;374,84;374,121;353,146;292,157;278,122;304,95
1121_8bit.png;354,328;370,183;378,223;381,269;344,279;-1,-1;284,251;286,281;374,84;377,118;353,148;291,150;279,123;308,95
1126_8bit.png;355,334;370,185;376,218;381,262;340,278;-1,-1;282,246;281,278;374,85;375,119;347,146;291,148;283,122;308,90
1131_8bit.png;358,330;372,182;378,222;379,267;340,275;-1,-1;284,254;281,280;373,83;375,115;355,138;293,147;286,122;308,93
1136_8bit.png;361,340;372,182;378,219;379,264;338,279;-1,-1;287,249;283,281;368,93;373,119;351,142;300,155;283,131;306,95
1141_8bit.png;356,331;372,186;380,222;382,264;347,274;-1,-1;285,250;282,282;375,87;372,119;353,138;295,151;284,123;305,93
1146_8bit.png;353,336;372,183;377,222;381,264;337,276;-1,-1;283,252;283,282;373,85;373,119;350,146;291,155;283,121;303,89
1151_8bit.png;356,335;371,184;377,220;381,265;340,276;-1,-1;286,251;282,277;380,82;374,110;351,142;294,145;283,121;303,86
1156_8bit.png;355,336;371,186;377,223;378,263;341,276;-1,-1;284,251;282,282;387,70;380,108;351,141;290,148;282,111;291,82
1161_8bit.png;352,328;372,181;378,216;379,264;339,275;311,279;283,255;282,283;383,72;378,109;353,139;288,141;274,103;272,65
