image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;313,296;-1,-1;-1,-1;-1,-1;326,251;-1,-1;-1,-1;-1,-1;368,80;404,135;367,135;314,141;275,139;330,72
1006_8bit.png;323,305;-1,-1;-1,-1;-1,-1;327,251;-1,-1;-1,-1;-1,-1;367,83;400,141;368,141;310,142;275,142;327,76
1011_8bit.png;313,299;-1,-1;-1,-1;-1,-1;328,248;-1,-1;-1,-1;-1,-1;368,83;400,144;369,142;306,144;278,143;326,77
1016_8bit.png;319,291;-1,-1;-1,-1;-1,-1;325,249;-1,-1;-1,-1;-1,-1;370,87;407,150;370,138;301,146;277,139;325,80
101_8bit.png;320,295;-1,-1;-1,-1;-1,-1;329,250;-1,-1;-1,-1;-1,-1;366,89;400,148;371,142;308,140;273,141;334,71
1021_8bit.png;316,298;-1,-1;-1,-1;360,250;332,250;304,244;-1,-1;-1,-1;364,83;403,144;363,143;313,141;279,141;331,77
1026_8bit.png;318,296;-1,-1;-1,-1;359,252;331,250;306,250;-1,-1;-1,-1;366,83;400,144;368,141;316,140;278,139;327,80
1031_8bit.png;324,298;-1,-1;-1,-1;363,250;332,249;304,247;-1,-1;-1,-1;366,83;403,144;370,137;315,140;278,140;330,77
1036_8bit.png;321,299;-1,-1;-1,-1;358,249;329,249;304,249;-1,-1;-1,-1;370,80;402,144;362,141;311,140;276,138;327,79
1041_8bit.png;320,288;-1,-1;-1,-1;362,247;330,246;309,245;-1,-1;-1,-1;367,80;401,147;365,138;318,141;275,141;331,74
1046_8bit.png;326,294;-1,-1;-1,-1;362,247;331,251;304,244;-1,-1;-1,-1;370,83;398,139;368,138;314,140;274,140;327,79
1051_8bit.png;321,291;-1,-1;-1,-1;363,250;332,250;304,243;-1,-1;-1,-1;368,82;399,145;369,138;317,140;276,138;328,77
1056_8bit.png;317,298;-1,-1;-1,-1;365,250;331,250;304,250;-1,-1;-1,-1;366,84;404,139;367,133;316,135;278,136;329,75
1061_8bit.png;323,294;-1,-1;-1,-1;361,250;332,249;303,247;-1,-1;-1,-1;365,83;399,144;373,141;312,140;276,140;331,78
1066_8bit.png;319,295;-1,-1;-1,-1;362,247;336,249;305,248;-1,-1;-1,-1;369,82;402,138;371,135;313,138;282,138;327,80
106_8bit.png;324,295;-1,-1;-1,-1;365,251;330,251;304,250;-1,-1;-1,-1;367,85;402,145;372,145;314,143;279,143;331,79
1071_8bit.png;320,296;-1,-1;-1,-1;364,247;335,247;306,247;-1,-1;366,329;368,83;405,139;365,138;312,141;279,141;327,78
1076_8bit.png;320,292;-1,-1;-1,-1;364,248;331,248;304,249;-1,-1;-1,-1;370,76;403,140;368,138;320,139;276,143;332,71
1081_8bit.png;321,297;-1,-1;-1,-1;364,252;333,252;306,251;-1,-1;-1,-1;368,82;403,147;371,143;314,141;278,141;330,74
1086_8bit.png;322,290;-1,-1;-1,-1;362,251;332,251;303,249;-1,-1;-1,-1;368,80;403,143;373,143;313,142;279,140;328,78
1091_8bit.png;323,292;-1,-1;-1,-1;359,245;335,245;305,244;-1,-1;-1,-1;366,90;402,141;367,140;310,142;278,143;328,76
1096_8bit.png;319,300;-1,-1;-1,-1;366,246;331,246;306,246;-1,-1;-1,-1;369,82;400,145;371,145;306,143;274,141;327,82
1101_8bit.png;319,303;-1,-1;-1,-1;356,250;326,251;299,247;-1,-1;-1,-1;366,82;406,145;366,142;313,140;278,141;330,76
1106_8bit.png;322,302;-1,-1;-1,-1;361,248;328,250;304,250;-1,-1;-1,-1;369,79;405,145;369,145;305,141;275,139;329,77
1111_8bit.png;326,293;-1,-1;-1,-1;360,250;332,250;304,245;-1,-1;-1,-1;371,86;400,142;369,142;300,144;273,144;327,79
1116_8bit.png;323,295;-1,-1;-1,-1;363,249;330,251;304,249;-1,-1;-1,-1;369,79;397,142;369,141;311,148;278,143;330,80
111_8bit.png;318,301;-1,-1;-1,-1;363,252;332,251;305,251;-1,-1;-1,-1;365,79;399,149;371,149;311,146;278,143;328,81
1121_8bit.png;318,291;-1,-1;-1,-1;363,251;331,251;307,250;-1,-1;-1,-1;366,89;406,144;371,143;305,143;277,138;328,76
1126_8bit.png;324,299;-1,-1;-1,-1;363,246;328,247;298,248;-1,-1;-1,-1;367,82;402,144;368,145;309,143;278,139;325,83
1131_8bit.png;320,293;-1,-1;-1,-1;358,251;327,251;304,251;-1,-1;-1,-1;364,80;399,146;370,145;307,145;277,143;331,75
