image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;253,402;-1,-1;-1,-1;-1,-1;247,338;206,330;147,323;183,372;267,30;297,101;271,146;221,148;176,109;193,33
1006_8bit.png;262,390;-1,-1;-1,-1;-1,-1;251,342;209,345;142,316;195,359;267,33;297,109;276,152;232,155;175,114;195,35
1011_8bit.png;255,391;-1,-1;-1,-1;-1,-1;246,331;203,330;143,322;180,372;267,35;300,103;270,146;218,153;178,112;197,35
1016_8bit.png;254,393;-1,-1;-1,-1;-1,-1;258,343;210,352;146,321;180,367;269,31;294,100;271,152;230,152;179,117;199,33
101_8bit.png;256,397;-1,-1;-1,-1;-1,-1;244,338;198,327;144,320;179,372;265,31;303,102;270,143;219,151;179,113;197,36
1021_8bit.png;249,393;-1,-1;-1,-1;-1,-1;252,342;208,343;146,317;187,371;268,29;292,106;266,152;222,155;172,114;195,35
1026_8bit.png;252,388;-1,-1;-1,-1;-1,-1;255,346;204,345;143,318;182,368;265,34;295,101;271,150;230,154;181,115;200,34
1031_8bit.png;254,387;-1,-1;-1,-1;-1,-1;248,334;204,345;151,326;178,371;266,38;291,102;280,154;229,154;179,115;204,38
1036_8bit.png;254,382;-1,-1;-1,-1;-1,-1;250,329;148,318;178,364;271,36;293,100;268,146;227,148;184,111;208,39;-1,-1
1041_8bit.png;254,384;-1,-1;-1,-1;-1,-1;252,334;201,339;148,314;179,369;273,36;293,105;268,151;218,156;176,112;198,37
1046_8bit.png;244,391;-1,-1;-1,-1;-1,-1;248,343;195,334;148,316;179,370;268,32;292,101;269,145;222,149;178,111;203,39
1051_8bit.png;251,399;-1,-1;-1,-1;-1,-1;247,333;184,324;146,325;174,364;266,37;289,99;276,158;226,154;178,113;198,38
1056_8bit.png;259,405;-1,-1;-1,-1;-1,-1;256,342;201,331;154,323;172,364;266,34;290,97;277,153;224,156;180,115;198,36
1061_8bit.png;244,387;-1,-1;-1,-1;-1,-1;250,338;198,332;148,325;172,366;264,33;289,104;271,149;217,149;181,113;202,41
1066_8bit.png;253,384;-1,-1;-1,-1;-1,-1;253,334;195,327;147,325;184,370;269,30;295,110;273,149;224,151;180,116;200,40
106_8bit.png;250,384;-1,-1;-1,-1;-1,-1;250,335;195,334;149,323;178,365;266,31;291,107;273,154;226,155;177,104;198,41
1071_8bit.png;262,395;-1,-1;-1,-1;-1,-1;250,335;204,335;143,317;184,372;270,37;288,101;270,149;224,150;179,115;200,35
1076_8bit.png;257,399;-1,-1;-1,-1;-1,-1;250,343;197,330;145,321;177,366;267,34;289,102;269,142;216,153;177,109;200,36
1081_8bit.png;257,400;-1,-1;-1,-1;-1,-1;247,332;198,325;143,322;178,367;266,35;293,97;271,152;225,158;181,112;205,40
1086_8bit.png;250,396;-1,-1;-1,-1;-1,-1;251,348;203,330;142,325;179,371;271,34;295,108;274,154;222,153;174,108;198,39
1091_8bit.png;258,387;-1,-1;-1,-1;-1,-1;248,339;192,321;151,321;184,370;270,31;288,102;269,146;218,152;176,103;199,36
1096_8bit.png;255,404;-1,-1;-1,-1;-1,-1;250,338;195,326;147,324;178,367;270,31;292,98;278,152;229,154;185,119;203,40
1101_8bit.png;260,398;-1,-1;-1,-1;-1,-1;251,342;192,327;146,323;175,365;274,33;294,98;268,150;223,150;182,111;197,40
1106_8bit.png;251,386;-1,-1;-1,-1;-1,-1;248,330;198,325;148,323;181,373;269,37;295,105;274,145;226,155;184,113;202,38
1111_8bit.png;254,384;-1,-1;-1,-1;-1,-1;249,333;193,327;149,313;175,374;267,31;288,95;273,153;225,157;182,117;202,36
1116_8bit.png;250,408;-1,-1;-1,-1;-1,-1;248,334;198,328;150,320;175,373;269,33;291,97;270,149;226,153;182,109;195,39
111_8bit.png;259,375;-1,-1;-1,-1;-1,-1;250,335;198,325;149,321;181,367;267,33;291,106;275,148;215,153;177,111;201,41
1121_8bit.png;256,393;-1,-1;-1,-1;-1,-1;250,333;198,327;146,323;181,369;265,36;291,99;276,153;225,154;176,107;203,37
1126_8bit.png;254,380;-1,-1;-1,-1;-1,-1;251,335;200,327;146,323;176,365;268,35;293,100;270,147;223,153;183,116;204,42
1131_8bit.png;256,380;-1,-1;-1,-1;-1,-1;245,338;197,322;149,320;182,369;270,28;293,101;267,146;224,155;181,112;200,37
1136_8bit.png;261,385;-1,-1;-1,-1;-1,-1;253,333;198,333;146,324;180,373;266,28;295,105;272,147;225,148;180,112;197,34
1141_8bit.png;256,399;-1,-1;-1,-1;-1,-1;250,337;191,323;149,323;190,376;266,40;291,101;275,160;224,162;177,114;204,39
1146_8bit.png;259,385;-1,-1;-1,-1;-1,-1;250,336;197,329;145,323;182,366;270,35;298,106;272,149;220,154;175,111;203,46
1151_8bit.png;262,399;-1,-1;-1,-1;-1,-1;243,334;192,328;148,324;179,370;268,31;291,98;277,149;221,152;177,107;198,37
1156_8bit.png;249,403;-1,-1;-1,-1;-1,-1;247,336;194,327;147,323;182,367;267,34;303,105;268,143;216,145;177,110;193,34
1161_8bit.png;254,400;-1,-1;-1,-1;-1,-1;250,336;193,332;150,329;177,368;272,34;288,104;277,146;227,150;185,107;199,34
1166_8bit.png;253,388;-1,-1;-1,-1;-1,-1;248,340;203,326;150,326;180,372;276,32;290,106;278,150;227,151;177,113;205,40
116_8bit.png;262,393;-1,-1;-1,-1;-1,-1;251,347;200,334;149,325;176,369;263,32;285,100;272,151;225,151;180,114;200,39
1171_8bit.png;241,390;-1,-1;-1,-1;-1,-1;243,336;197,328;144,324;178,367;269,32;290,107;276,145;214,146;179,107;204,37
1176_8bit.png;254,385;-1,-1;-1,-1;-1,-1;252,338;201,327;146,321;176,364;270,35;291,99;275,145;212,148;184,111;205,43
1181_8bit.png;247,394;-1,-1;-1,-1;-1,-1;249,338;192,326;147,322;176,370;266,32;290,99;271,142;218,150;181,114;205,42
1186_8bit.png;252,402;-1,-1;-1,-1;-1,-1;247,332;198,324;149,324;175,370;266,30;288,107;272,150;220,150;182,110;198,37
1191_8bit.png;258,389;-1,-1;-1,-1;-1,-1;244,339;202,326;146,325;174,360;273,31;298,109;274,153;214,161;184,113;196,36
1196_8bit.png;256,382;-1,-1;-1,-1;-1,-1;248,338;202,331;146,329;184,370;268,35;291,95;271,143;219,144;177,112;197,34
11_8bit.png;256,385;-1,-1;-1,-1;-1,-1;249,333;196,326;147,320;178,371;270,36;292,103;279,149;218,154;184,112;207,40
1201_8bit.png;250,379;-1,-1;-1,-1;-1,-1;245,332;194,324;143,322;177,365;267,34;292,102;276,142;220,148;181,115;204,41
1206_8bit.png;253,390;-1,-1;-1,-1;-1,-1;252,339;191,328;145,318;185,373;267,36;291,102;270,142;216,148;182,109;201,42
1211_8bit.png;257,392;-1,-1;-1,-1;-1,-1;248,334;200,327;146,323;184,370;269,35;292,98;273,145;223,152;182,111;190,31
1216_8bit.png;262,392;-1,-1;-1,-1;-1,-1;249,332;203,328;150,322;180,370;270,31;291,100;270,149;216,150;180,110;196,36
121_8bit.png;258,384;-1,-1;-1,-1;-1,-1;251,328;202,328;152,319;180,368;265,34;289,104;271,148;215,148;186,112;202,38
1221_8bit.png;255,386;-1,-1;-1,-1;-1,-1;251,331;198,322;147,321;183,365;272,35;292,105;267,145;217,148;180,112;200,38
1226_8bit.png;256,392;-1,-1;-1,-1;-1,-1;250,344;203,333;153,327;183,375;266,34;290,105;268,150;214,153;177,109;198,39
1231_8bit.png;252,405;-1,-1;-1,-1;-1,-1;249,335;202,333;149,327;181,372;271,33;293,101;275,146;220,149;179,112;201,43
1236_8bit.png;258,385;-1,-1;-1,-1;-1,-1;249,333;198,327;148,325;180,371;264,38;294,99;271,151;213,153;184,112;204,42
1241_8bit.png;267,396;-1,-1;-1,-1;-1,-1;247,335;199,328;147,324;179,371;269,32;295,99;280,149;209,148;182,114;206,44
1246_8bit.png;257,383;-1,-1;-1,-1;-1,-1;246,335;196,329;145,326;181,375;269,35;293,102;275,149;209,149;183,110;205,42
1251_8bit.png;251,384;-1,-1;-1,-1;-1,-1;249,332;194,327;143,325;181,371;268,37;297,100;269,150;217,152;182,115;204,39
1256_8bit.png;261,386;-1,-1;-1,-1;-1,-1;245,337;197,332;146,326;179,374;272,31;292,101;269,144;211,148;184,103;199,38
1261_8bit.png;257,386;-1,-1;-1,-1;-1,-1;249,337;201,331;150,325;176,372;270,34;291,96;272,143;213,149;180,111;201,38
1266_8bit.png;259,379;-1,-1;-1,-1;-1,-1;249,333;198,329;145,327;179,375;267,37;287,98;273,147;212,152;186,110;204,45
126_8bit.png;248,394;-1,-1;-1,-1;-1,-1;244,333;205,326;149,323;176,367;272,31;291,100;271,152;204,155;184,106;203,44
1271_8bit.png;261,395;-1,-1;-1,-1;-1,-1;250,336;193,327;143,324;180,371;270,37;291,98;277,153;212,148;182,110;203,40
1276_8bit.png;265,393;-1,-1;-1,-1;-1,-1;244,330;192,326;148,326;177,374;269,31;295,97;274,149;211,152;184,111;200,39
1281_8bit.png;261,398;-1,-1;-1,-1;-1,-1;248,338;200,330;147,326;179,372;274,33;292,99;270,146;204,152;181,110;204,39
1286_8bit.png;244,389;-1,-1;-1,-1;-1,-1;250,336;199,328;150,326;178,370;266,36;293,99;271,150;208,154;182,106;200,39
1291_8bit.png;256,392;-1,-1;-1,-1;-1,-1;250,335;189,326;156,325;182,377;273,32;288,101;272,153;217,152;185,110;202,40
1296_8bit.png;263,389;-1,-1;-1,-1;-1,-1;248,336;199,328;153,328;181,372;271,32;294,99;276,144;213,151;183,101;198,38
1301_8bit.png;259,388;-1,-1;-1,-1;-1,-1;252,337;188,324;146,320;178,372;272,29;292,101;280,147;215,148;184,109;208,43
1306_8bit.png;254,394;-1,-1;-1,-1;-1,-1;247,337;195,327;148,324;176,371;268,37;296,103;279,152;215,151;184,113;211,40
1311_8bit.png;259,402;-1,-1;-1,-1;-1,-1;243,336;199,329;140,327;181,374;275,36;290,101;275,148;207,153;187,110;209,46
1316_8bit.png;254,387;-1,-1;-1,-1;-1,-1;249,337;195,322;152,320;177,371;274,39;290,98;272,147;206,151;182,102;199,39
131_8bit.png;244,386;-1,-1;-1,-1;-1,-1;243,342;196,327;148,319;174,370;269,34;288,96;279,157;211,149;186,107;207,39
1321_8bit.png;259,394;-1,-1;-1,-1;-1,-1;249,344;199,328;146,323;176,375;273,35;292,101;272,150;204,152;186,106;203,39
1326_8bit.png;248,391;-1,-1;-1,-1;-1,-1;247,329;194,321;144,322;178,375;273,33;290,98;279,154;217,155;181,112;209,47
1331_8bit.png;258,385;-1,-1;-1,-1;-1,-1;247,335;197,322;146,324;176,372;272,34;293,100;270,146;206,149;182,108;206,41
1336_8bit.png;262,382;-1,-1;-1,-1;-1,-1;247,335;196,328;145,325;182,373;272,36;291,103;274,150;211,152;181,105;204,43
1341_8bit.png;265,393;-1,-1;-1,-1;-1,-1;249,330;187,320;147,324;174,373;269,32;294,100;276,154;210,150;176,110;208,42
1346_8bit.png;251,385;-1,-1;-1,-1;-1,-1;240,336;197,320;150,321;173,371;264,38;288,100;271,149;215,151;182,108;207,39
1351_8bit.png;252,389;-1,-1;-1,-1;-1,-1;249,334;198,328;150,324;176,372;273,34;291,101;269,145;211,150;185,106;207,45
1356_8bit.png;253,394;-1,-1;-1,-1;-1,-1;251,332;203,323;153,323;173,366;262,38;287,104;273,150;221,155;185,112;210,45
1361_8bit.png;248,376;-1,-1;-1,-1;-1,-1;246,331;201,327;152,323;177,372;272,33;288,99;270,148;216,148;188,105;207,44
1366_8bit.png;255,394;-1,-1;-1,-1;-1,-1;245,331;200,322;148,323;180,369;273,35;292,97;278,153;217,154;184,112;205,42
136_8bit.png;252,394;-1,-1;-1,-1;-1,-1;247,339;200,333;146,323;180,374;268,31;290,99;272,152;213,152;184,111;208,43
1371_8bit.png;255,403;-1,-1;-1,-1;-1,-1;252,336;202,328;150,324;176,369;270,34;288,102;272,146;211,150;187,108;204,42
1376_8bit.png;250,393;-1,-1;-1,-1;-1,-1;248,342;201,333;145,322;176,371;269,33;286,100;271,150;212,153;188,107;209,45
1381_8bit.png;241,394;-1,-1;-1,-1;-1,-1;240,338;195,325;148,324;176,369;263,34;291,101;272,146;209,151;182,106;209,40
1386_8bit.png;251,389;-1,-1;-1,-1;-1,-1;247,341;199,330;153,324;179,372;271,38;289,96;274,150;211,144;187,108;201,44
1391_8bit.png;257,390;-1,-1;-1,-1;-1,-1;248,338;192,331;143,320;178,372;271,34;289,103;278,153;211,145;181,107;211,41
1396_8bit.png;257,394;-1,-1;-1,-1;-1,-1;247,336;202,327;152,324;178,373;269,30;290,98;275,143;214,149;180,110;207,44
1401_8bit.png;250,401;-1,-1;-1,-1;-1,-1;251,337;204,322;157,323;177,369;275,32;289,101;275,145;214,147;183,109;205,46
1406_8bit.png;248,405;-1,-1;-1,-1;-1,-1;249,337;195,327;142,322;184,369;264,32;300,101;269,147;216,150;176,109;195,33
1411_8bit.png;246,380;-1,-1;-1,-1;-1,-1;248,330;202,329;152,320;182,376;271,35;292,101;277,154;215,153;186,101;210,43
1416_8bit.png;256,395;-1,-1;-1,-1;-1,-1;248,336;204,324;154,323;174,371;267,40;297,99;271,150;210,151;188,106;206,49
141_8bit.png;256,386;-1,-1;-1,-1;-1,-1;252,344;195,330;142,323;191,367;267,42;291,105;274,153;205,153;175,109;202,42
1421_8bit.png;248,400;-1,-1;-1,-1;-1,-1;244,345;-1,-1;147,323;194,361;268,35;291,94;277,149;213,147;183,107;206,43
1426_8bit.png;266,390;-1,-1;-1,-1;-1,-1;251,347;-1,-1;148,321;186,354;276,34;294,99;277,149;220,147;194,109;210,42
1431_8bit.png;258,411;-1,-1;-1,-1;-1,-1;251,342;204,321;150,317;191,368;274,37;293,101;276,148;211,144;191,102;202,42
1436_8bit.png;249,389;-1,-1;-1,-1;-1,-1;249,338;199,332;149,327;187,370;267,37;297,99;275,153;219,152;176,114;196,34
1441_8bit.png;255,390;-1,-1;-1,-1;-1,-1;244,337;199,326;148,321;179,366;271,40;294,101;275,148;207,150;182,115;208,51
1446_8bit.png;253,397;-1,-1;-1,-1;-1,-1;244,336;198,336;142,334;176,370;268,34;292,98;270,147;215,151;181,117;202,39
1451_8bit.png;254,385;-1,-1;-1,-1;-1,-1;243,338;202,334;149,323;174,368;264,35;290,99;275,150;212,152;182,113;204,44
1456_8bit.png;255,402;-1,-1;-1,-1;-1,-1;243,322;200,321;153,322;175,368;265,38;291,98;277,141;215,140;188,105;206,44
1461_8bit.png;251,403;-1,-1;-1,-1;-1,-1;245,344;198,332;146,326;174,371;274,30;290,101;270,143;212,144;190,113;212,54
1466_8bit.png;253,398;-1,-1;-1,-1;-1,-1;243,332;201,335;149,326;178,372;262,30;289,99;272,144;205,144;178,115;203,43
146_8bit.png;252,408;-1,-1;-1,-1;-1,-1;240,341;198,338;148,323;191,376;276,30;292,95;274,152;222,148;190,115;207,46
1471_8bit.png;254,389;-1,-1;-1,-1;-1,-1;246,337;212,337;153,324;178,368;267,35;285,98;270,152;212,154;181,110;202,42
1476_8bit.png;256,397;-1,-1;-1,-1;-1,-1;243,341;214,330;142,325;163,366;266,36;289,107;275,152;212,158;182,113;200,41
1481_8bit.png;248,392;-1,-1;-1,-1;-1,-1;246,337;204,331;145,319;183,372;263,34;300,104;274,152;218,157;178,114;198,34
1486_8bit.png;258,407;-1,-1;-1,-1;-1,-1;250,337;205,335;155,328;177,371;268,36;293,98;271,150;210,156;188,107;207,41
1491_8bit.png;244,397;-1,-1;-1,-1;-1,-1;251,339;190,327;146,326;197,358;279,35;300,101;275,153;211,147;185,112;198,35
1496_8bit.png;258,403;-1,-1;-1,-1;-1,-1;244,341;203,335;154,327;171,370;263,37;283,94;274,149;214,153;181,108;208,44
