image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;378,349;353,297;428,278;414,314;-1,-1;342,293;335,250;351,220;419,93;482,89;419,137;352,139;318,106;368,72
1006_8bit.png;372,339;326,272;375,269;418,304;373,294;342,287;340,229;354,196;420,95;481,95;418,131;352,138;320,105;366,76
1011_8bit.png;374,342;315,239;374,248;425,300;374,289;341,283;335,218;355,193;419,94;479,93;417,136;354,142;314,108;368,76
1016_8bit.png;372,343;346,224;392,252;424,304;374,295;342,278;-1,-1;-1,-1;419,96;481,96;421,139;354,139;322,112;367,73
101_8bit.png;385,344;430,295;465,253;-1,-1;385,294;349,284;321,227;349,193;426,95;483,92;442,140;362,157;323,141;343,80
1021_8bit.png;375,342;-1,-1;-1,-1;413,311;378,286;341,281;319,231;-1,-1;422,94;483,93;428,136;353,142;320,97;365,68
1026_8bit.png;372,334;-1,-1;-1,-1;425,303;381,295;342,279;318,237;-1,-1;426,97;477,97;427,134;356,136;310,104;370,74
1031_8bit.png;372,330;-1,-1;-1,-1;427,301;378,289;345,279;317,235;362,265;424,91;475,102;428,139;352,146;301,97;368,80
1036_8bit.png;376,346;-1,-1;-1,-1;431,302;384,289;344,288;315,236;357,268;420,95;481,95;436,138;355,142;308,93;370,74
1041_8bit.png;375,337;-1,-1;-1,-1;424,303;384,287;338,296;312,252;-1,-1;423,95;474,93;429,141;354,134;315,93;369,74
1046_8bit.png;376,335;-1,-1;-1,-1;430,307;381,291;339,294;307,250;-1,-1;418,94;474,99;429,137;355,138;315,82;368,77
1051_8bit.png;373,345;-1,-1;-1,-1;423,307;384,286;337,299;307,250;-1,-1;424,96;466,97;432,132;352,137;319,85;370,70
1056_8bit.png;384,339;-1,-1;450,229;423,306;383,285;338,295;307,253;-1,-1;419,90;473,95;432,136;353,132;327,79;368,65
1061_8bit.png;384,335;-1,-1;461,230;432,302;385,287;339,299;306,247;-1,-1;416,89;478,101;432,133;352,125;327,89;370,71
1066_8bit.png;376,343;-1,-1;-1,-1;425,309;383,287;-1,-1;310,249;331,276;416,91;479,103;432,133;354,131;326,83;371,69
106_8bit.png;385,337;441,305;469,253;-1,-1;383,292;-1,-1;324,226;331,273;421,94;487,92;435,139;363,154;318,137;344,87
1071_8bit.png;391,362;-1,-1;454,230;-1,-1;381,286;-1,-1;313,241;339,289;419,96;478,101;430,133;351,126;326,88;372,66
1076_8bit.png;390,326;-1,-1;-1,-1;-1,-1;374,291;-1,-1;321,245;333,287;416,95;471,104;432,137;358,134;329,91;372,59
1081_8bit.png;381,341;-1,-1;-1,-1;-1,-1;377,293;340,277;324,233;322,294;412,93;469,98;438,134;349,129;322,89;370,66
1086_8bit.png;380,350;-1,-1;-1,-1;-1,-1;380,299;-1,-1;322,229;313,276;413,90;474,96;435,135;359,125;321,82;368,58
1091_8bit.png;382,342;-1,-1;-1,-1;-1,-1;-1,-1;-1,-1;319,231;320,275;413,93;478,95;439,134;356,127;312,87;365,65
1096_8bit.png;384,365;445,311;461,257;421,294;380,300;347,286;329,232;317,271;414,93;476,96;434,133;352,134;313,91;371,59
1101_8bit.png;388,346;452,327;461,278;424,304;386,302;-1,-1;333,234;329,271;419,93;488,91;439,137;362,135;325,84;377,51
1106_8bit.png;387,349;460,329;468,279;424,307;386,307;-1,-1;325,229;333,275;418,95;479,102;436,144;364,141;326,110;374,79
1111_8bit.png;381,349;463,328;464,280;423,305;381,294;-1,-1;332,229;330,271;417,95;482,92;434,147;360,158;328,127;369,88
1116_8bit.png;390,348;462,326;459,267;425,292;381,286;-1,-1;333,227;325,266;418,93;480,90;435,143;359,167;316,150;363,109
111_8bit.png;379,356;450,313;468,254;424,293;387,301;-1,-1;333,225;317,293;434,137;479,95;422,91;353,146;313,125;344,93
1121_8bit.png;382,347;454,323;467,252;433,288;381,292;-1,-1;331,229;322,276;431,142;482,96;421,95;363,164;323,154;355,119
1126_8bit.png;376,338;456,299;457,237;432,291;379,287;-1,-1;329,227;316,277;428,150;477,94;427,95;363,161;330,157;356,116
1131_8bit.png;379,352;437,278;456,226;-1,-1;379,290;-1,-1;330,235;311,288;412,89;475,103;431,143;361,158;326,150;356,108
1136_8bit.png;373,352;-1,-1;460,225;416,296;375,293;-1,-1;323,236;316,287;418,92;478,97;431,151;362,151;321,136;358,100
1141_8bit.png;381,342;-1,-1;455,228;415,293;379,296;336,288;318,232;309,287;416,94;481,96;428,145;356,140;325,118;375,82
1146_8bit.png;384,348;-1,-1;454,223;-1,-1;380,297;-1,-1;322,237;311,282;414,96;475,95;432,146;366,144;323,112;373,78
1151_8bit.png;386,359;-1,-1;459,234;-1,-1;375,295;341,290;318,243;307,289;416,88;478,94;432,140;359,145;326,118;365,83
1156_8bit.png;378,352;465,305;468,240;419,299;378,301;342,289;320,240;314,289;415,91;476,88;440,140;353,141;322,113;366,77
1161_8bit.png;396,368;460,322;472,263;423,292;374,303;-1,-1;324,241;316,298;414,94;471,92;434,138;353,145;328,108;375,77
1166_8bit.png;384,351;459,317;469,273;424,297;386,293;346,286;320,241;317,283;413,90;472,88;431,128;357,147;329,106;372,67
116_8bit.png;388,343;448,314;464,257;-1,-1;389,294;339,285;321,236;317,277;421,93;483,97;440,130;357,144;316,122;353,86
1171_8bit.png;373,358;453,322;471,281;418,307;381,296;-1,-1;329,235;320,277;409,88;473,89;438,132;353,143;323,107;382,61
1176_8bit.png;365,353;453,321;469,282;408,298;379,299;-1,-1;331,238;322,280;415,91;470,94;436,144;364,142;331,108;381,55
1181_8bit.png;376,355;449,328;468,292;420,301;387,295;-1,-1;327,228;333,273;410,92;475,90;433,135;365,131;333,109;373,46
1186_8bit.png;373,355;-1,-1;470,296;-1,-1;389,304;-1,-1;332,232;341,274;413,90;474,90;442,138;366,128;338,95;364,32
1191_8bit.png;372,353;446,337;473,295;-1,-1;386,305;-1,-1;334,228;339,273;413,91;479,89;440,140;367,133;339,89;356,37
1196_8bit.png;384,352;439,332;474,289;-1,-1;396,299;-1,-1;336,227;340,272;412,94;474,90;431,142;377,136;345,86;355,34
11_8bit.png;379,331;451,171;458,222;430,296;385,292;341,277;320,223;330,168;417,96;476,116;422,133;357,150;311,123;341,88
1201_8bit.png;376,308;440,318;470,272;-1,-1;391,290;-1,-1;332,227;340,275;417,93;473,88;430,140;371,130;343,83;355,33
1206_8bit.png;374,354;432,314;458,253;-1,-1;388,295;-1,-1;331,218;345,270;414,88;475,89;435,133;365,127;342,84;357,33
1211_8bit.png;377,365;418,312;455,254;-1,-1;392,294;-1,-1;333,217;346,265;416,92;470,93;433,149;371,149;342,120;380,87
1216_8bit.png;373,340;424,317;450,251;-1,-1;395,292;-1,-1;329,215;344,269;412,91;468,90;439,140;366,163;321,154;358,112
121_8bit.png;381,355;445,309;469,254;414,296;382,293;350,282;314,242;270,280;426,94;476,95;429,130;358,145;323,123;356,87
1221_8bit.png;381,342;431,301;456,246;-1,-1;398,289;-1,-1;332,220;350,260;412,93;472,92;438,142;373,163;331,165;359,114
1226_8bit.png;362,343;436,313;-1,-1;-1,-1;-1,-1;-1,-1;331,224;352,261;412,96;469,94;429,136;374,163;325,168;352,133
1231_8bit.png;360,356;432,306;457,245;-1,-1;388,292;-1,-1;-1,-1;-1,-1;410,93;467,95;431,135;369,165;332,172;355,127
1236_8bit.png;367,344;-1,-1;455,242;-1,-1;382,290;349,280;-1,-1;-1,-1;409,95;471,92;432,142;366,165;326,189;347,137
