image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;323,394;374,320;343,263;345,322;312,327;258,330;-1,-1;-1,-1;277,128;309,150;309,196;264,205;228,243;248,189
1006_8bit.png;324,388;372,324;349,271;340,318;310,330;256,331;-1,-1;-1,-1;278,122;321,151;307,195;263,207;218,235;246,177
1011_8bit.png;318,383;372,327;346,268;332,317;302,336;262,327;-1,-1;-1,-1;279,120;322,151;308,188;250,207;215,214;240,160
1016_8bit.png;315,392;368,324;344,268;339,320;305,331;264,326;-1,-1;-1,-1;283,114;328,154;309,192;248,199;222,183;242,139
101_8bit.png;316,391;-1,-1;376,273;344,325;309,330;265,325;-1,-1;-1,-1;323,84;330,131;315,177;268,200;231,227;247,179
1021_8bit.png;328,391;369,330;352,269;333,319;302,330;262,333;-1,-1;-1,-1;294,110;332,154;319,196;257,200;239,167;252,119
1026_8bit.png;321,400;368,322;350,269;339,320;303,333;255,329;-1,-1;-1,-1;297,109;327,151;309,185;252,199;235,155;249,117
1031_8bit.png;327,393;370,327;349,275;343,323;308,330;262,334;-1,-1;-1,-1;308,103;326,140;311,188;258,196;236,147;242,110
1036_8bit.png;324,394;373,324;351,265;346,321;306,332;255,328;-1,-1;-1,-1;319,94;320,129;315,179;260,189;235,139;232,101
1041_8bit.png;325,398;366,329;355,269;337,320;303,335;263,334;-1,-1;-1,-1;313,91;321,123;310,184;257,190;221,146;214,102
1046_8bit.png;323,390;372,320;351,271;336,326;309,333;262,332;-1,-1;-1,-1;318,90;321,123;304,176;261,191;221,146;209,103
1051_8bit.png;315,388;383,320;352,274;351,317;307,326;258,326;-1,-1;-1,-1;316,91;320,125;308,172;257,186;217,148;207,101
1056_8bit.png;308,384;389,313;353,276;345,318;304,332;258,322;-1,-1;-1,-1;313,92;323,128;308,174;255,190;217,149;204,102
1061_8bit.png;314,396;389,306;350,271;348,320;301,330;255,326;-1,-1;-1,-1;316,94;324,130;310,174;252,188;218,144;209,106
1066_8bit.png;314,391;388,305;349,270;348,316;308,326;258,323;-1,-1;-1,-1;316,93;319,128;312,169;250,189;219,148;205,104
106_8bit.png;321,392;-1,-1;377,273;352,321;314,329;270,331;-1,-1;-1,-1;321,92;324,126;312,175;269,195;225,223;257,166
1071_8bit.png;311,385;387,303;352,271;342,321;300,328;255,326;-1,-1;-1,-1;315,97;321,126;307,172;257,191;220,146;207,104
