image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;322,292;391,155;378,202;364,245;328,257;287,234;285,185;294,155;379,54;405,105;-1,-1;-1,-1;278,138;316,95
1006_8bit.png;317,298;393,158;378,195;364,246;322,251;286,233;285,185;293,156;377,55;404,109;-1,-1;-1,-1;282,138;315,98
1011_8bit.png;317,299;396,157;379,201;363,243;325,251;286,238;284,187;294,156;383,57;405,112;-1,-1;-1,-1;280,134;314,97
1016_8bit.png;314,302;396,157;379,205;363,246;326,249;289,235;284,187;292,149;377,53;403,112;-1,-1;-1,-1;276,122;319,87
101_8bit.png;318,300;392,158;379,200;368,244;326,251;289,234;286,191;295,154;367,94;398,123;-1,-1;-1,-1;281,138;317,97
1021_8bit.png;312,300;395,159;380,200;365,246;327,250;289,233;285,186;295,148;379,57;404,110;-1,-1;-1,-1;285,128;322,93
1026_8bit.png;320,296;392,155;377,195;366,245;323,252;289,234;286,195;296,155;381,54;404,110;-1,-1;-1,-1;280,126;322,93
1031_8bit.png;316,295;393,156;382,197;365,245;325,250;290,234;286,193;296,152;380,55;404,113;-1,-1;-1,-1;279,130;321,94
1036_8bit.png;308,299;393,162;378,206;363,246;324,250;285,236;283,188;295,152;378,63;401,115;-1,-1;-1,-1;280,129;324,90
1041_8bit.png;321,305;394,157;380,200;365,246;326,251;288,240;283,193;292,151;365,91;401,125;-1,-1;-1,-1;280,133;321,95
1046_8bit.png;324,303;394,156;378,201;365,245;326,250;288,236;286,188;292,155;367,98;401,124;-1,-1;-1,-1;280,129;324,93
1051_8bit.png;316,304;391,156;381,191;363,247;323,252;288,235;286,190;297,148;368,86;399,122;-1,-1;-1,-1;283,129;323,91
1056_8bit.png;319,302;392,162;380,201;364,247;324,253;288,237;285,193;295,155;369,100;395,128;-1,-1;-1,-1;281,126;320,92
1061_8bit.png;316,300;392,157;381,199;363,246;323,254;288,236;284,192;296,152;372,78;401,123;-1,-1;-1,-1;283,126;323,93
