image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;280,346;341,341;353,289;333,295;303,284;269,286;258,242;249,293;-1,-1;-1,-1;343,194;273,197;236,186;272,147
1006_8bit.png;284,346;341,339;355,294;333,292;301,288;268,286;259,252;251,294;-1,-1;-1,-1;341,194;281,192;230,191;282,144
1011_8bit.png;288,337;336,342;353,299;330,292;301,283;266,287;261,249;248,295;-1,-1;-1,-1;345,195;273,191;234,189;272,142
1016_8bit.png;283,341;347,332;355,292;329,301;299,285;274,286;258,252;252,296;-1,-1;-1,-1;343,190;270,191;236,191;271,148
101_8bit.png;272,359;344,334;355,287;327,301;307,295;282,292;251,280;263,257;-1,-1;-1,-1;337,183;286,186;255,170;276,144
1021_8bit.png;284,347;339,334;354,299;335,299;308,287;274,287;259,251;247,293;-1,-1;-1,-1;334,193;275,193;233,188;274,145
1026_8bit.png;278,342;341,334;357,293;331,295;306,289;277,287;259,247;252,290;-1,-1;-1,-1;345,192;279,191;236,188;275,144
1031_8bit.png;276,338;341,338;361,294;327,294;298,285;271,291;257,251;253,285;-1,-1;-1,-1;339,189;270,194;235,191;275,142
1036_8bit.png;281,345;340,338;356,295;333,298;310,286;272,286;259,249;251,286;-1,-1;-1,-1;341,189;269,189;239,191;276,145
1041_8bit.png;278,345;343,338;358,297;332,297;311,286;276,288;261,246;250,293;-1,-1;-1,-1;337,190;268,195;239,185;272,145
1046_8bit.png;273,344;339,337;354,298;333,296;304,287;277,286;252,250;252,283;-1,-1;-1,-1;339,198;272,194;235,186;273,148
1051_8bit.png;278,343;340,336;354,296;332,299;308,287;277,287;257,245;251,288;-1,-1;-1,-1;339,191;268,192;241,187;276,146
1056_8bit.png;278,353;335,343;357,293;337,295;303,279;269,284;255,245;247,293;-1,-1;-1,-1;335,191;266,202;234,187;272,147
1061_8bit.png;282,344;338,337;356,299;331,293;303,285;275,290;258,249;250,289;-1,-1;-1,-1;340,187;277,191;249,187;273,148
1066_8bit.png;277,335;340,337;354,293;330,298;307,285;272,291;260,251;249,283;-1,-1;-1,-1;343,194;268,194;233,193;273,143
106_8bit.png;287,356;343,339;356,287;336,303;307,298;272,289;-1,-1;-1,-1;-1,-1;-1,-1;339,179;280,186;248,169;282,144
1071_8bit.png;279,344;337,345;354,297;336,296;311,284;275,289;256,246;243,288;-1,-1;-1,-1;341,191;268,188;231,190;271,147
1076_8bit.png;277,343;338,336;355,293;329,291;303,280;270,286;259,247;248,287;-1,-1;-1,-1;344,188;271,190;232,189;273,144
1081_8bit.png;281,348;343,339;358,296;334,300;306,288;272,285;258,251;248,295;-1,-1;-1,-1;340,186;266,192;231,187;272,147
