image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
1001_8bit.png;295,266;385,141;374,199;347,226;313,219;279,209;281,148;311,109;377,87;412,120;379,123;321,93;289,89;348,71
1006_8bit.png;293,261;373,142;371,193;350,225;315,225;271,204;279,145;311,107;379,80;406,116;379,115;322,96;289,81;347,69
1011_8bit.png;293,283;375,142;371,186;341,228;313,219;278,210;280,160;308,108;379,95;412,113;385,115;313,87;290,83;349,67
1016_8bit.png;305,290;382,139;373,185;345,231;311,223;276,207;283,157;310,107;378,87;416,113;388,115;321,93;289,85;346,71
101_8bit.png;314,277;374,142;369,195;347,227;309,215;280,213;282,151;317,107;381,90;415,121;381,119;321,90;290,86;344,73
1021_8bit.png;309,275;376,130;371,198;345,234;303,219;281,211;284,148;315,108;379,85;414,117;385,115;327,92;291,87;351,66
1026_8bit.png;292,264;383,147;370,195;346,225;313,214;279,214;285,164;309,107;373,85;411,111;384,117;320,89;295,85;350,69
1031_8bit.png;293,293;374,137;366,198;339,232;313,221;277,207;278,154;303,116;381,89;417,115;388,115;316,89;298,86;351,73
1036_8bit.png;297,297;381,146;370,195;343,227;315,221;273,208;281,162;302,117;385,92;415,116;384,115;320,96;291,82;345,71
1041_8bit.png;303,279;375,142;373,192;341,229;303,216;279,216;288,159;311,108;374,87;414,119;381,119;319,97;291,89;343,69
1046_8bit.png;277,273;379,139;379,196;349,235;311,214;279,211;292,147;320,98;377,80;417,120;382,117;-1,-1;297,85;349,71
1051_8bit.png;300,258;385,144;385,144;367,201;350,223;306,214;283,213;281,151;311,112;379,88;415,117;387,124;319,88;297,83
1056_8bit.png;299,273;383,147;377,194;353,226;309,213;271,211;279,161;313,105;377,86;413,121;380,121;317,91;293,85;348,67
1061_8bit.png;288,274;381,143;377,189;346,231;309,225;276,215;284,160;315,105;376,87;414,117;381,117;317,92;292,89;355,73
1066_8bit.png;297,278;375,145;366,193;347,231;317,223;277,212;286,157;311,105;380,90;410,115;387,115;323,89;307,86;351,73
106_8bit.png;294,287;385,142;367,193;343,231;306,217;284,213;280,168;312,107;380,86;415,117;387,120;317,91;293,84;348,70
1071_8bit.png;302,283;378,131;371,190;347,226;312,222;282,212;289,155;312,101;375,83;417,119;386,117;316,93;298,87;349,69
1076_8bit.png;299,281;383,137;373,185;354,228;316,222;275,209;283,155;316,101;377,86;415,114;383,117;319,92;300,86;352,72
1081_8bit.png;289,258;375,141;371,188;352,227;313,217;282,209;287,156;305,106;377,81;415,113;384,115;323,89;296,83;353,71
1086_8bit.png;307,292;379,143;368,196;350,220;308,213;278,209;284,153;314,104;364,83;409,114;383,113;319,93;292,85;352,73
1091_8bit.png;299,289;379,145;368,193;352,224;312,219;277,211;283,154;309,109;377,83;413,116;388,117;324,91;300,86;349,67
1096_8bit.png;292,267;385,139;373,185;352,219;320,213;287,207;287,159;311,100;367,77;411,115;379,113;320,89;299,87;355,69
1101_8bit.png;296,271;382,142;369,193;353,225;307,225;285,215;286,155;311,106;374,87;407,117;392,119;316,91;297,82;344,68
1106_8bit.png;302,273;386,142;375,195;349,232;315,225;277,205;283,159;314,103;380,87;412,114;381,113;323,89;291,80;347,73
1111_8bit.png;293,276;385,143;371,195;347,228;311,219;275,213;287,151;316,111;379,81;413,121;385,116;321,90;293,89;349,52
1116_8bit.png;287,266;381,144;375,190;357,227;317,222;279,213;281,160;314,104;376,85;407,110;382,117;-1,-1;295,89;343,37
111_8bit.png;293,255;378,145;371,200;354,231;303,221;279,213;286,173;307,107;377,89;411,115;383,121;-1,-1;299,88;356,71
1121_8bit.png;299,270;377,144;370,192;341,231;317,218;277,209;285,165;307,110;375,78;408,120;379,120;-1,-1;298,77;334,31
1126_8bit.png;303,273;386,134;376,189;355,227;318,221;279,213;280,166;309,109;372,80;412,117;382,113;-1,-1;296,77;-1,-1
1131_8bit.png;302,259;375,137;376,187;355,222;315,218;280,209;281,155;315,100;365,78;411,115;380,109;-1,-1;295,83;-1,-1
1136_8bit.png;297,275;384,143;374,188;354,220;321,213;266,211;279,162;306,111;372,80;410,115;-1,-1;-1,-1;287,77;-1,-1
1141_8bit.png;315,277;385,138;369,196;353,229;303,219;284,215;285,175;307,114;375,82;411,115;-1,-1;-1,-1;295,83;-1,-1
1146_8bit.png;279,260;381,142;366,194;346,230;308,219;273,207;284,144;307,113;369,77;415,116;-1,-1;-1,-1;297,81;-1,-1
1151_8bit.png;300,261;376,141;377,189;359,228;307,215;285,213;285,163;313,100;369,73;415,119;385,119;-1,-1;295,85;-1,-1
1156_8bit.png;296,275;384,137;371,194;353,229;325,221;281,207;281,165;308,109;371,83;414,114;385,118;-1,-1;295,81;-1,-1
1161_8bit.png;291,272;378,146;376,190;360,227;312,217;276,210;282,164;313,103;370,79;411,121;-1,-1;-1,-1;298,83;-1,-1
1166_8bit.png;279,255;379,147;375,185;353,229;315,225;275,211;283,165;311,103;367,79;411,113;385,114;-1,-1;297,82;-1,-1
116_8bit.png;303,283;382,141;368,198;350,227;311,221;273,211;285,154;311,107;370,77;412,117;383,115;-1,-1;297,92;355,67
1171_8bit.png;291,277;386,144;369,197;344,229;317,219;275,209;287,158;317,107;373,81;412,115;385,113;-1,-1;295,82;-1,-1
